restaurant_link,restaurant_name,original_location,country,region,province,city,address,latitude,longitude,claimed,awards,popularity_detailed,popularity_generic,top_tags,price_level,price_range,meals,cuisines,special_diets,features,vegetarian_friendly,vegan_options,gluten_free,original_open_hours,open_days_per_week,open_hours_per_week,working_shifts_per_week,avg_rating,total_reviews_count,default_language,reviews_count_in_default_language,excellent,very_good,average,poor,terrible,food,service,value,atmosphere,keywords,first_review_date,last_review_date
g1005948-d12478401,Relais des 2 Cols,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"66 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.285057,6.878011,Unclaimed,,#16 of 26 Restaurants in Lanslebourg Mont Cenis,#16 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,,,,,4.0,69.0,English,2.0,0.0,1.0,0.0,1.0,0.0,4.0,4.0,4.0,,,2010-11-23,2012-07-13
g1005948-d1337596,Francesco Cimaz,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Grande Croix, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.21972,6.95581,Unclaimed,,#26 of 26 Restaurants in Lanslebourg Mont Cenis,#27 of 28 places to eat in Lanslebourg Mont Cenis,,,,,,,,N,N,N,,,,,4.0,1.0,All languages,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,2022-01-05,
g1005948-d1337597,Hotel La Cle des Champs,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"les Champs, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.2883,6.90027,Unclaimed,,#17 of 26 Restaurants in Lanslebourg Mont Cenis,#17 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French",€€-€€€,,Dinner,French,,"Reservations, Seating, Table Service, Serves Alcohol",N,N,N,,,,,4.5,34.0,English,5.0,4.0,0.0,1.0,0.0,0.0,4.5,4.0,4.0,4.0,,2021-08-01,2023-12-31
g1005948-d1337598,La Vanoise,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"7 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.285255,6.874022,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015, Certificate of Excellence 2014, Certificate of Excellence 2013",#3 of 26 Restaurants in Lanslebourg Mont Cenis,#3 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, European, Vegetarian Friendly",€€-€€€,€17-€25,,"French, European",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""12:00-14:00"", ""19:00-21:30""], ""Tue"": [""12:00-14:00"", ""19:00-21:30""], ""Wed"": [""12:00-14:00"", ""19:00-21:30""], ""Thu"": [""12:00-14:00"", ""19:00-21:30""], ""Fri"": [""12:00-14:00"", ""19:00-21:30""], ""Sat"": [""12:00-14:00"", ""19:00-21:30""], ""Sun"": [""12:00-14:00"", ""19:00-21:30""]}",7.0,31.5,14.0,4.5,227.0,English,20.0,10.0,4.0,2.0,2.0,2.0,4.5,4.5,4.5,4.5,,,
g1005948-d14000963,Aux 2 mousses,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Lieu Dit Plan des Champs Residence Le Criterium, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.28552,6.87708,Claimed,"Travellers' Choice, Certificate of Excellence 2020",#12 of 26 Restaurants in Lanslebourg Mont Cenis,#12 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, American, Brew Pub",€€-€€€,,"Lunch, Dinner, Drinks","American, Brew Pub, Cafe, French, Bar",,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Outdoor Seating",N,N,N,,,,,4.5,53.0,English,3.0,3.0,0.0,0.0,0.0,0.0,4.5,4.5,4.0,,,2018-11-04,2020-04-25
g1005948-d16945637,Pizzeria la 18,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"30 rue du Mont Cenis, Lanslebourg Mont Cenis, Val-Cenis France",45.2853,6.87529,Claimed,,#22 of 26 Restaurants in Lanslebourg Mont Cenis,#23 of 28 places to eat in Lanslebourg Mont Cenis,"Cheap Eats, Italian, Pizza",€,,Dinner,"Italian, Pizza",,Reservations,N,N,N,,,,,4.5,11.0,All languages,11.0,10.0,0.0,0.0,0.0,1.0,,,,,,2012-04-24,2015-03-30
g1005948-d19738443,VR 17,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"35 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.28521,6.877013,Claimed,,#15 of 26 Restaurants in Lanslebourg Mont Cenis,#15 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, Italian, French, American",€€-€€€,€11-€18,"Lunch, Dinner, After-hours, Drinks","French, Italian, American",,,N,N,N,"{""Mon"": [""10:00-00:00""], ""Tue"": [""10:00-00:00""], ""Wed"": [""10:00-00:00""], ""Thu"": [""10:00-00:00""], ""Fri"": [""10:00-00:00""], ""Sat"": [""10:00-00:00""], ""Sun"": [""10:00-00:00""]}",7.0,98.0,7.0,4.5,15.0,English,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,2020-08-11,2022-11-16
g1005948-d19756375,Marius et Josephine,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Lieu Dit Plan des Champs Residence Les Alpages, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.285156,6.897538,Claimed,,#9 of 26 Restaurants in Lanslebourg Mont Cenis,#9 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, European",€€-€€€,€10-€45,"Lunch, Dinner, Breakfast, Drinks","French, European",,,N,N,N,"{""Mon"": [], ""Tue"": [""08:00-23:00""], ""Wed"": [""08:00-23:00""], ""Thu"": [""08:00-23:00""], ""Fri"": [""08:00-23:00""], ""Sat"": [""08:00-23:00""], ""Sun"": [""08:00-23:00""]}",6.0,90.0,6.0,4.5,35.0,All languages,35.0,25.0,7.0,2.0,1.0,0.0,5.0,5.0,4.5,,,2019-10-22,2022-03-30
g1005948-d21071582,Les Tipis De Creve Coeur,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Col du Mont Cenis Gran croix, les echelles, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.25976,6.90104,Claimed,,#23 of 26 Restaurants in Lanslebourg Mont Cenis,#24 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French",€€-€€€,€4-€20,"Lunch, Dinner, Drinks",French,,,N,N,N,"{""Mon"": [""11:30-18:00""], ""Tue"": [""11:30-18:00""], ""Wed"": [""11:30-18:00""], ""Thu"": [""11:30-18:00""], ""Fri"": [""11:30-18:00""], ""Sat"": [""11:30-18:00""], ""Sun"": [""11:30-18:00""]}",7.0,45.5,7.0,4.5,5.0,All languages,5.0,4.0,0.0,1.0,0.0,0.0,,,,,,,2012-06-22
g1005948-d21134003,L'atelier des Saveurs,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"31 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.285313,6.876601,Claimed,,#19 of 28 places to eat in Lanslebourg Mont Cenis,,"Mid-range, Delivery Only, French, European",€€-€€€,€9-€25,"Lunch, Breakfast, Dinner, Drinks","European, Asian, Thai, Vietnamese, French",,,N,N,N,"{""Mon"": [""07:30-21:00""], ""Tue"": [""07:30-21:00""], ""Wed"": [""07:30-21:00""], ""Thu"": [""07:30-21:00""], ""Fri"": [""07:30-21:00""], ""Sat"": [""07:30-21:30""], ""Sun"": [""07:30-21:30""]}",7.0,95.5,7.0,5.0,17.0,All languages,17.0,16.0,0.0,0.0,0.0,1.0,,,,,,2023-08-03,2023-12-31
g1005948-d2153026,Le Malamot,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Grand Croix, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.21806,6.95068,Unclaimed,,#14 of 26 Restaurants in Lanslebourg Mont Cenis,#14 of 28 places to eat in Lanslebourg Mont Cenis,Mid-range,€€-€€€,,"Lunch, Dinner",,,"Reservations, Seating, Serves Alcohol, Table Service, Highchairs Available",N,N,N,,,,,4.5,40.0,English,4.0,4.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,4.5,,,2020-04-16
g1005948-d3737536,Le Napoléon,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Quartier Napoléon Intersection Entre la Rue du Cugniet et la Rue Des Jardins, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.286568,6.88151,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016, Certificate of Excellence 2015",#1 of 26 Restaurants in Lanslebourg Mont Cenis,#1 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, Vegetarian Friendly",€€-€€€,€12-€25,,French,Vegetarian Friendly,,Y,N,N,"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""00:00-23:59""], ""Sun"": [""00:00-23:59""]}",7.0,167.88333333333333,7.0,4.5,270.0,English,26.0,15.0,9.0,1.0,0.0,1.0,4.5,4.5,4.5,4.5,"pizza, tartiflette, fondue, service was excellent, chef",2022-07-02,2023-12-31
g1005948-d4724126,La Bambiche,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"76 rue du Mont Cenis Lanslebourg, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.285168,6.878975,Claimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#13 of 26 Restaurants in Lanslebourg Mont Cenis,#13 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, European",€€-€€€,€12-€33,"Lunch, Dinner, After-hours, Drinks","French, European",,,N,N,N,"{""Mon"": [""16:00-20:00""], ""Tue"": [""16:00-20:00""], ""Wed"": [""16:00-20:00""], ""Thu"": [""16:00-20:00""], ""Fri"": [""16:00-20:00""], ""Sat"": [""16:00-20:00""], ""Sun"": [""16:00-20:00""]}",7.0,28.0,7.0,4.5,29.0,English,4.0,4.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,,,2019-06-28,2020-02-12
g1005948-d4763413,Le Hott,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"RD1006 - Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.2519,6.917245,Unclaimed,,#19 of 26 Restaurants in Lanslebourg Mont Cenis,#20 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Table Service, Serves Alcohol",N,N,N,,,,,4.0,66.0,English,2.0,1.0,0.0,0.0,0.0,1.0,4.0,3.5,4.0,,,2020-11-23,2023-05-30
g1005948-d4771925,Restaurant Le Savoie,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Plan des Fontainettes Le Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.24073,6.95112,Claimed,,#18 of 26 Restaurants in Lanslebourg Mont Cenis,#18 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner","French, European",,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",N,N,N,,,,,4.0,56.0,English,2.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,,,2020-08-20,2022-12-02
g1005948-d5444647,Le relais du Col du Mont Cenis,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Col Mont Cenis, Lanslebourg Mont Cenis, Val-Cenis France",45.28527,6.87886,Unclaimed,"Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#6 of 26 Restaurants in Lanslebourg Mont Cenis,#6 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French",€€-€€€,,"Dinner, Lunch",French,,"Reservations, Seating, Serves Alcohol, Outdoor Seating, Table Service",N,N,N,,,,,4.0,97.0,English,7.0,1.0,4.0,2.0,0.0,0.0,4.0,4.0,4.0,,,2012-09-21,2013-03-02
g1005948-d5957704,La Peau de Vache,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"les Champs, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.285778,6.899219,Claimed,Certificate of Excellence 2015,#10 of 26 Restaurants in Lanslebourg Mont Cenis,#10 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, Bar, European",€€-€€€,€8-€25,"Lunch, Dinner","French, Bar, European, Pub",,,N,N,N,"{""Mon"": [""09:00-22:00""], ""Tue"": [""09:00-22:00""], ""Wed"": [""09:00-22:00""], ""Thu"": [""09:00-22:00""], ""Fri"": [""09:00-22:00""], ""Sat"": [""09:00-22:00""], ""Sun"": [""09:00-22:00""]}",7.0,91.0,7.0,4.0,265.0,English,21.0,9.0,4.0,1.0,2.0,5.0,4.0,4.0,3.5,4.0,,2015-02-04,2017-04-17
g1005948-d5986578,Ristorante Hotel Gran Scala,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"73480 Lanslebourg-Mont-Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.28527,6.87886,Claimed,,#21 of 26 Restaurants in Lanslebourg Mont Cenis,#22 of 28 places to eat in Lanslebourg Mont Cenis,"Cheap Eats, Italian",€,,"Breakfast, Lunch",Italian,,"Reservations, Seating, Table Service",N,N,N,,,,,4.0,29.0,All languages,29.0,7.0,15.0,5.0,2.0,0.0,4.0,3.5,4.0,,,2016-07-13,2018-09-17
g1005948-d6370084,A la Frontiere des Saveurs,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"61 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.28553,6.87919,Claimed,Certificate of Excellence 2017,#7 of 26 Restaurants in Lanslebourg Mont Cenis,#7 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French",€€-€€€,,"Lunch, Brunch",French,,"Takeout, Reservations, Wheelchair Accessible",N,N,N,,,,,4.5,59.0,English,1.0,1.0,0.0,0.0,0.0,0.0,4.5,4.5,4.5,,,2016-12-19,2020-11-22
g1005948-d6726750,La Vieille Poste,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"87 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.285553,6.881704,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#2 of 26 Restaurants in Lanslebourg Mont Cenis,#2 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, Polish, European",€€-€€€,,"Breakfast, Lunch, Dinner","French, Polish, European",,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Full Bar, Table Service",N,N,N,"{""Mon"": [""07:00-23:00""], ""Tue"": [""07:00-23:00""], ""Wed"": [""07:00-23:00""], ""Thu"": [""07:00-23:00""], ""Fri"": [""07:00-23:00""], ""Sat"": [""07:00-23:00""], ""Sun"": [""07:00-23:00""]}",7.0,112.0,7.0,4.5,270.0,English,21.0,12.0,6.0,2.0,1.0,0.0,4.5,4.5,4.5,4.0,,2017-08-26,2018-01-27
g1005948-d6890494,les roches blanches,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Lieu Dit Les Fontainettes Montcenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.239548,6.951986,Claimed,Certificate of Excellence 2017,#8 of 26 Restaurants in Lanslebourg Mont Cenis,#8 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, French, Grill, Vegetarian Friendly",€€-€€€,€5-€65,,"French, Grill",Vegetarian Friendly,,Y,N,N,"{""Mon"": [""08:00-20:00""], ""Tue"": [""08:00-20:00""], ""Wed"": [""08:00-20:00""], ""Thu"": [""08:00-20:00""], ""Fri"": [""08:00-20:00""], ""Sat"": [""08:00-20:00""], ""Sun"": [""08:00-20:00""]}",7.0,84.0,7.0,4.5,76.0,English,3.0,2.0,1.0,0.0,0.0,0.0,4.5,4.5,4.5,4.0,,2020-05-28,2021-02-19
g1005948-d7127878,La Ramasse Restaurant,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"55 rue du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.28527,6.878546,Unclaimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#5 of 26 Restaurants in Lanslebourg Mont Cenis,#5 of 28 places to eat in Lanslebourg Mont Cenis,"Cheap Eats, French, Vegetarian Friendly",€,,"Lunch, Brunch",French,Vegetarian Friendly,,Y,N,N,,,,,4.5,167.0,English,8.0,7.0,1.0,0.0,0.0,0.0,4.5,4.5,4.5,,,,2023-11-02
g1005948-d7259329,Gite D'etape le Toet,"[""Europe"", ""France"", ""Auvergne-Rhone-Alpes"", ""Savoie"", ""Val-Cenis"", ""Lanslebourg Mont Cenis""]",France,Auvergne-Rhone-Alpes,Savoie,Lanslebourg Mont Cenis,"Col du Mont Cenis, 73480 Lanslebourg Mont Cenis, Val-Cenis France",45.24393,6.939801,Unclaimed,,#20 of 26 Restaurants in Lanslebourg Mont Cenis,#21 of 28 places to eat in Lanslebourg Mont Cenis,"Mid-range, Italian, French, European",€€-€€€,,"Dinner, Breakfast, Lunch, Brunch","European, Italian, French",,"Reservations, Outdoor Seating, Seating, Table Service",N,N,N,,,,,4.5,19.0,All languages,19.0,10.0,8.0,1.0,0.0,0.0,4.0,4.5,4.0,,,2020-06-04,2020-09-16
g1005993-d10263197,Harvest Market,"[""Europe"", ""France"", ""Hauts-de-France"", ""Pas-de-Calais"", ""Valhuon""]",France,Hauts-de-France,Pas-de-Calais,Valhuon,"Eurotunnel Charles Dickens Terminal, 62231 Valhuon France",,,Claimed,,#1 of 1 Restaurant in Valhuon,#1 of 1 places to eat in Valhuon,Mid-range,€€-€€€,,"Breakfast, Lunch, Dinner, Drinks",,,,N,N,N,"{""Mon"": [""06:00-22:00""], ""Tue"": [""06:00-22:00""], ""Wed"": [""06:00-22:00""], ""Thu"": [""06:00-22:00""], ""Fri"": [""06:00-22:00""], ""Sat"": [""06:00-22:00""], ""Sun"": [""06:00-22:00""]}",7.0,112.0,7.0,2.0,7.0,English,7.0,0.0,1.0,2.0,1.0,3.0,3.0,3.0,2.0,,,2015-02-18,2018-11-15
g1006025-d1937812,Laiterie Col Bayard,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Hautes-Alpes"", ""Saint-Bonnet en Champsaur""]",France,Provence-Alpes-Cote d'Azur,Hautes-Alpes,Saint-Bonnet en Champsaur,"Route Nationale 85 Laye, 05500 Saint-Bonnet en Champsaur France",44.640114,6.0833,Unclaimed,"Certificate of Excellence 2016, Certificate of Excellence 2014",#3 of 6 Restaurants in Saint-Bonnet en Champsaur,#3 of 7 places to eat in Saint-Bonnet en Champsaur,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Serves Alcohol, Outdoor Seating, Table Service",N,N,N,,,,,4.0,104.0,English,1.0,0.0,0.0,0.0,1.0,0.0,4.5,4.0,4.0,4.0,,2023-07-17,
g1006025-d21390563,Le Temps Des Mets,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Hautes-Alpes"", ""Saint-Bonnet en Champsaur""]",France,Provence-Alpes-Cote d'Azur,Hautes-Alpes,Saint-Bonnet en Champsaur,"Rue De Chaillol, 05500 Saint-Bonnet en Champsaur France",44.682755,6.07635,Unclaimed,,#6 of 6 Restaurants in Saint-Bonnet en Champsaur,#6 of 7 places to eat in Saint-Bonnet en Champsaur,"French, European",,,,"French, European",,,N,N,N,,,,,3.0,1.0,All languages,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,2015-10-02,2019-03-08
g1006025-d4589306,Auberge des Tounes,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Hautes-Alpes"", ""Saint-Bonnet en Champsaur""]",France,Provence-Alpes-Cote d'Azur,Hautes-Alpes,Saint-Bonnet en Champsaur,"13 rue Lesdiguieres, 05500 Saint-Bonnet en Champsaur France",44.682705,6.073781,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017",#2 of 6 Restaurants in Saint-Bonnet en Champsaur,#2 of 7 places to eat in Saint-Bonnet en Champsaur,"Mid-range, Italian, French",€€-€€€,,"Lunch, Dinner","French, Italian",,"Takeout, Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service, Outdoor Seating, Highchairs Available",N,N,N,"{""Mon"": [""00:00-23:59""], ""Tue"": [""00:00-23:59""], ""Wed"": [""00:00-23:59""], ""Thu"": [""00:00-23:59""], ""Fri"": [""00:00-23:59""], ""Sat"": [""00:00-23:59""], ""Sun"": [""00:00-23:59""]}",7.0,167.88333333333333,7.0,4.5,110.0,All languages,110.0,67.0,32.0,6.0,3.0,2.0,4.5,4.5,4.5,4.0,,2014-07-24,
g1006025-d5800951,Pizza Les colonnes.,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Hautes-Alpes"", ""Saint-Bonnet en Champsaur""]",France,Provence-Alpes-Cote d'Azur,Hautes-Alpes,Saint-Bonnet en Champsaur,"5 rue de Chaillol, 05500 Saint-Bonnet en Champsaur France",44.68278,6.07557,Unclaimed,,#5 of 6 Restaurants in Saint-Bonnet en Champsaur,#5 of 7 places to eat in Saint-Bonnet en Champsaur,"Cheap Eats, Italian, Pizza",€,,Dinner,"Italian, Pizza",,,N,N,N,,,,,3.5,15.0,English,1.0,1.0,0.0,0.0,0.0,0.0,3.0,,2.5,,,2022-09-04,2023-12-31
g1006025-d6702804,Les Chenets,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Hautes-Alpes"", ""Saint-Bonnet en Champsaur""]",France,Provence-Alpes-Cote d'Azur,Hautes-Alpes,Saint-Bonnet en Champsaur,"Le Village, 05500 Saint-Bonnet en Champsaur France",44.659054,6.128282,Unclaimed,,#4 of 6 Restaurants in Saint-Bonnet en Champsaur,#4 of 7 places to eat in Saint-Bonnet en Champsaur,"Mid-range, French",€€-€€€,,"Lunch, Dinner",French,,"Reservations, Seating, Serves Alcohol, Table Service",N,N,N,,,,,4.5,36.0,English,1.0,0.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,,,2015-03-09,
g1006025-d6961473,L'Auberge de Marie,"[""Europe"", ""France"", ""Provence-Alpes-Cote d'Azur"", ""Hautes-Alpes"", ""Saint-Bonnet en Champsaur""]",France,Provence-Alpes-Cote d'Azur,Hautes-Alpes,Saint-Bonnet en Champsaur,"12 Place du Chevreril Centre Ville, 05500 Saint-Bonnet en Champsaur France",44.68256,6.07501,Claimed,"Travellers' Choice, Certificate of Excellence 2020, Certificate of Excellence 2019, Certificate of Excellence 2018, Certificate of Excellence 2017, Certificate of Excellence 2016",#1 of 6 Restaurants in Saint-Bonnet en Champsaur,#1 of 7 places to eat in Saint-Bonnet en Champsaur,"Mid-range, French, European",€€-€€€,,"Lunch, Dinner","French, European",,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",N,N,N,"{""Mon"": [""11:30-14:30"", ""18:30-22:00""], ""Tue"": [""11:30-14:30"", ""18:30-22:00""], ""Wed"": [""11:30-14:30""], ""Thu"": [""11:30-14:30"", ""18:30-22:00""], ""Fri"": [""11:30-14:30"", ""18:30-22:00""], ""Sat"": [""11:30-14:30"", ""18:30-22:00""], ""Sun"": [""11:30-14:30"", ""18:30-22:00""]}",7.0,42.0,13.0,4.5,217.0,English,4.0,2.0,2.0,0.0,0.0,0.0,4.5,4.5,4.5,5.0,,2011-01-26,2011-06-12
